Wavelength	 Refractive Index	
686.0	 1.716785130005838	
687.0	 1.7166072715552865	
688.0	 1.7164596903142832	
689.0	 1.7165985987080645	
690.0	 1.7166330801400187	
691.0	 1.7168494029697163	
692.0	 1.716514456988341	
693.0	 1.7163847781633066	
694.0	 1.7162820948034998	
695.0	 1.716455913268697	
696.0	 1.716457801793056	
697.0	 1.7163547009323539	
698.0	 1.7162642578030034	
699.0	 1.7161943078815007	
700.0	 1.7160497168747992	
701.0	 1.716090709426978	
702.0	 1.7156832104222357	
703.0	 1.7156944741326587	
704.0	 1.7157326725422561	
705.0	 1.7155454542764204	
706.0	 1.7155055046552352	
707.0	 1.7155903008399829	
708.0	 1.7153398241829827	
709.0	 1.7153275797390715	
710.0	 1.715438897592086	
711.0	 1.715219476904678	
712.0	 1.7153026009392918	
713.0	 1.7152685259271332	
714.0	 1.7153135860345976	
715.0	 1.7150500739074324	
716.0	 1.7147777939472584	
717.0	 1.714917400501665	
718.0	 1.7148282489038302	
719.0	 1.714433126655903	
720.0	 1.7148903193710057	
721.0	 1.7147527411388008	
722.0	 1.7144504833267264	
723.0	 1.7142767026559405	
724.0	 1.7145964018277058	
725.0	 1.7143964533972182	
726.0	 1.7144668601015332	
727.0	 1.7143548105749404	
728.0	 1.7143371734566526	
729.0	 1.7140764554041081	
730.0	 1.7140240993955411	
731.0	 1.7138912459111852	
732.0	 1.7140943738443313	
733.0	 1.7139274346604425	
734.0	 1.7140936739093797	
735.0	 1.7137836573669523	
736.0	 1.713832377124956	
737.0	 1.7135866711588235	
738.0	 1.7134256575607965	
739.0	 1.7133256852560754	
740.0	 1.7132247998393	
741.0	 1.7132537845773768	
742.0	 1.7132721974564677	
743.0	 1.713137143995116	
744.0	 1.7131981252585409	
745.0	 1.7133912136548153	
746.0	 1.7135219866186446	
747.0	 1.7136092824533995	
748.0	 1.713276188069875	
749.0	 1.7129105024658795	
750.0	 1.7128326412460113	
751.0	 1.7130731509875174	
752.0	 1.7130718207052025	
753.0	 1.7127847472990643	
754.0	 1.7125929546229801	
755.0	 1.7126549260649866	
756.0	 1.7123564722826923	
757.0	 1.7123328021253759	
758.0	 1.7125890332232283	
759.0	 1.7125232091167968	
760.0	 1.7122773376683873	
761.0	 1.7122239732729043	
762.0	 1.7123391048455814	
763.0	 1.7122792285135837	
764.0	 1.7117994790025248	
765.0	 1.7120004218565592	
766.0	 1.7119065706453354	
767.0	 1.7119421503646703	
768.0	 1.711782739049441	
769.0	 1.7118767338115064	
770.0	 1.7120427240806457	
771.0	 1.7118683290221868	
772.0	 1.71165357949765	
773.0	 1.7116086106339692	
774.0	 1.711861325014372	
775.0	 1.7117512901370222	
776.0	 1.711195667305701	
777.0	 1.7114588501407513	
778.0	 1.711591169272996	
779.0	 1.711413108120351	
780.0	 1.7116158953423182	
781.0	 1.711050231840706	
782.0	 1.711238750279335	
783.0	 1.7111214091397495	
784.0	 1.7110913551294646	
785.0	 1.7112136010991663	
786.0	 1.7115426972276224	
787.0	 1.7115378639958039	
788.0	 1.7112764386847867	
789.0	 1.7108432766211135	
790.0	 1.7108869947028367	
791.0	 1.7110639630086872	
792.0	 1.7108043922690075	
793.0	 1.710934845730168	
794.0	 1.7108762754189213	
795.0	 1.710565821549767	
796.0	 1.7101402754295225	
797.0	 1.710708055190524	
798.0	 1.7103347314779433	
799.0	 1.7100441293491382	
800.0	 1.7100419569212653	
801.0	 1.7102340361911095	
802.0	 1.7101350197033462	
803.0	 1.710406694840553	
804.0	 1.7101737717402063	
805.0	 1.710382870722142	
806.0	 1.7101168698622262	
807.0	 1.710122546064941	
808.0	 1.7097062645078691	
809.0	 1.7104693374412823	
810.0	 1.71012058393462	
811.0	 1.7099074737876998	
812.0	 1.7099606650059687	
813.0	 1.7099059320051182	
814.0	 1.710158705439964	
815.0	 1.7098853981299071	
816.0	 1.7097761389751505	
817.0	 1.7094957210509376	
818.0	 1.7098706809431643	
819.0	 1.7092160503999951	
820.0	 1.7094482698093623	
821.0	 1.7092885287146788	
822.0	 1.7094644607801386	
823.0	 1.7093756548181125	
824.0	 1.7096963123473992	
825.0	 1.7092595796368693	
826.0	 1.7093052111167981	
827.0	 1.7091931990600593	
828.0	 1.7092766126594692	
829.0	 1.7095559978280335	
830.0	 1.7093262392469057	
831.0	 1.7093368233465993	
832.0	 1.7087456035596227	
833.0	 1.7091910260711223	
834.0	 1.7093683651840141	
835.0	 1.7090802018219338	
836.0	 1.7091888530831454	
837.0	 1.7093064728127367	
838.0	 1.7090884033548666	
839.0	 1.70863048772998	
840.0	 1.7091819135277575	
841.0	 1.7087589236381153	
842.0	 1.7085786772822864	
843.0	 1.708844731736205	
844.0	 1.708548039337888	
845.0	 1.7091125171730646	
846.0	 1.7088518122076064	
847.0	 1.708710900961294	
848.0	 1.7084021370674818	
849.0	 1.708808558004926	
850.0	 1.7083527770302749	
851.0	 1.7088340058339293	
852.0	 1.7084364222191961	
853.0	 1.7085581351556733	
854.0	 1.7083698147293207	
855.0	 1.7083016633550898	
856.0	 1.708691271056524	
857.0	 1.708100005547591	
858.0	 1.7082003451706214	
859.0	 1.708264291681796	
860.0	 1.7081535764881988	
861.0	 1.708210792656867	
862.0	 1.7080277815446658	
863.0	 1.7081570122897274	
864.0	 1.7083796306537316	
865.0	 1.708079951268649	
866.0	 1.7078894295910416	
867.0	 1.7079883030972025	
868.0	 1.7081664782573966	
869.0	 1.7079556962102866	
870.0	 1.707956046817677	
871.0	 1.7076935671041358	
872.0	 1.7075824819981054	
873.0	 1.7079582206233974	
874.0	 1.7082887621119514	
875.0	 1.7077463732965446	
876.0	 1.707956257183256	
877.0	 1.7078826976695833	
878.0	 1.7077845222449866	
879.0	 1.7078063314682705	
880.0	 1.7079544339971149	
